Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Marketing Manager,111256,7,PhD,0.1,0.83,0.35,Medium,0.16,0.68,0.02,0.12,0.84,0.84,0.33,0.09,0.7,0.36,Medio,35.0,0,0.414
Software Engineer,132859,26,Master's,0.16,0.64,0.54,Medium,0.9,0.79,0.55,0.42,0.62,0.44,0.25,0.68,0.87,0.37,Medio,54.0,0,0.589
AI Engineer,99810,10,High School,0.43,0.9,0.06,Low,0.7,0.81,0.66,0.15,0.1,0.57,0.4,0.43,0.97,0.72,Bajo,6.0,0,0.551
UX Researcher,90360,6,Master's,0.02,0.53,0.57,Medium,0.84,0.71,0.41,0.03,0.97,0.99,0.55,0.07,0.54,0.89,Medio,57.0,0,0.6
AI Engineer,130290,4,High School,0.72,0.58,0.08,Low,0.13,0.9,0.53,0.79,0.12,0.93,0.82,0.22,0.87,0.26,Bajo,8.0,0,0.557
Customer Support,105656,22,Bachelor's,0.84,0.67,0.72,High,0.4,0.58,0.85,0.97,0.44,0.06,0.75,0.57,0.45,0.31,Alto,72.0,1,0.538
Doctor,107982,0,Master's,0.34,1.26,0.19,Low,0.88,0.54,0.24,0.85,0.56,0.21,0.62,0.36,0.84,0.45,Bajo,19.0,0,0.555
Marketing Manager,33970,13,PhD,0.1,0.9,0.69,Medium,0.81,0.16,0.28,0.33,0.65,0.76,0.75,0.51,0.81,0.44,Alto,69.0,0,0.55
Truck Driver,71753,26,PhD,0.56,1.45,0.9,High,0.58,0.65,0.93,0.43,0.33,0.98,0.86,0.32,0.46,0.42,Alto,90.0,1,0.596
Graphic Designer,104354,6,Master's,0.96,0.9,0.65,Medium,0.19,0.55,0.02,0.76,0.58,0.63,0.05,0.21,0.07,0.29,Medio,65.0,0,0.335
Construction Worker,35280,20,Bachelor's,0.44,0.75,0.89,High,0.63,0.77,0.32,0.74,0.86,0.35,0.34,0.9,0.05,0.35,Alto,89.0,1,0.531
Research Scientist,116545,27,Bachelor's,0.03,0.61,0.16,Low,0.69,0.29,0.85,0.44,0.97,0.95,0.77,0.93,0.71,0.9,Bajo,16.0,0,0.75
AI Engineer,131041,12,Bachelor's,0.35,1.25,0.16,Low,0.84,0.88,0.3,0.82,0.15,0.33,0.52,0.23,0.58,0.58,Bajo,16.0,0,0.523
Software Engineer,134087,23,Bachelor's,0.8,1.13,0.43,Medium,0.23,0.88,0.84,0.23,0.04,0.8,0.62,0.1,0.59,0.45,Medio,43.0,0,0.478
AI Engineer,90985,20,PhD,0.21,0.95,0.09,Low,0.96,0.78,0.74,0.69,0.42,0.92,0.07,0.8,0.22,0.32,Bajo,9.0,0,0.592
Truck Driver,118257,6,Bachelor's,0.78,1.34,0.85,High,0.4,0.95,0.25,0.8,0.61,0.38,0.0,0.45,0.28,0.1,Alto,85.0,1,0.422
Teacher,134294,23,Bachelor's,0.35,1.11,0.26,Low,0.18,0.42,0.39,0.51,0.81,0.55,0.85,0.52,0.6,0.44,Bajo,26.0,0,0.527
Lawyer,55666,18,Bachelor's,0.92,1.14,0.63,Medium,0.06,0.91,0.19,0.26,0.05,0.97,0.85,0.91,0.85,0.48,Medio,63.0,0,0.553
Security Guard,71516,25,High School,0.97,1.0,0.74,High,0.66,0.98,0.87,0.86,0.93,0.89,0.78,0.72,0.26,0.62,Alto,74.0,1,0.757
Nurse,48226,18,Bachelor's,0.86,0.99,0.08,Low,0.0,0.68,0.55,0.33,0.17,0.47,0.1,0.34,0.38,0.47,Bajo,8.0,0,0.349
AI Engineer,60011,16,Master's,0.26,1.35,0.14,Low,0.23,0.18,0.32,0.07,0.03,0.61,0.62,0.53,0.76,0.04,Bajo,14.0,0,0.339
Chef,136979,15,Master's,0.86,1.43,0.34,Medium,0.11,0.03,0.1,0.21,0.97,0.67,0.78,0.78,0.54,0.8,Medio,34.0,0,0.499
Construction Worker,85215,21,Bachelor's,0.31,1.06,0.83,High,0.82,0.98,0.41,0.76,0.1,0.78,0.37,0.04,0.36,0.61,Alto,83.0,1,0.523
Software Engineer,107255,21,Bachelor's,0.92,0.58,0.67,Medium,0.71,0.33,0.39,0.74,0.6,0.67,0.39,0.49,0.99,0.21,Alto,67.0,0,0.552
Retail Worker,70821,27,High School,0.29,1.27,0.89,High,0.29,0.08,0.01,0.43,0.41,0.99,0.47,0.26,0.89,0.49,Alto,89.0,1,0.432
Customer Support,133185,18,Master's,0.1,0.88,0.94,High,0.59,0.34,0.63,0.91,0.27,0.51,0.96,0.17,0.72,0.61,Alto,94.0,1,0.571
Construction Worker,107929,6,Master's,0.35,0.81,0.87,High,0.22,0.42,0.19,0.01,0.97,0.43,0.97,0.14,0.59,0.2,Alto,87.0,1,0.414
Security Guard,49523,29,Master's,0.58,1.2,0.86,High,0.05,0.1,0.13,0.09,0.18,0.69,0.83,0.41,0.69,0.2,Alto,86.0,1,0.337
Construction Worker,88188,24,High School,0.35,1.35,0.94,High,0.86,0.07,0.65,0.12,0.01,0.05,0.92,0.91,0.23,0.55,Alto,94.0,1,0.437
Doctor,77969,6,Bachelor's,0.5,0.89,0.17,Low,0.79,0.48,0.78,0.43,0.25,0.33,0.08,0.5,0.15,0.81,Bajo,17.0,0,0.46
Lawyer,149528,12,Master's,0.77,1.45,0.64,Medium,0.95,0.57,0.17,0.94,0.87,0.86,0.69,0.62,0.01,0.75,Medio,64.0,0,0.643
Lawyer,85416,27,High School,0.26,1.05,0.48,Medium,0.02,0.82,0.88,0.68,0.54,0.96,0.12,0.74,0.13,0.38,Medio,48.0,0,0.527
AI Engineer,50491,14,High School,0.74,0.5,0.12,Low,0.54,0.53,0.64,0.3,0.54,0.19,0.19,0.58,0.69,0.12,Bajo,12.0,0,0.432
HR Specialist,105955,11,Bachelor's,0.57,0.77,0.46,Medium,0.4,0.18,0.0,0.85,0.72,0.69,0.55,0.7,0.94,0.67,Medio,46.0,0,0.57
HR Specialist,97519,26,High School,0.57,0.94,0.52,Medium,0.52,0.86,0.65,0.19,0.06,0.42,0.02,0.32,0.37,0.38,Medio,52.0,0,0.379
Data Scientist,74775,17,PhD,0.3,0.77,0.35,Medium,0.51,0.15,0.62,0.16,0.58,0.83,0.04,0.42,0.46,0.79,Medio,35.0,0,0.456
Doctor,116437,21,PhD,0.57,1.29,0.19,Low,0.36,0.09,0.73,0.87,0.97,0.93,0.8,0.64,0.78,0.43,Bajo,19.0,0,0.66
AI Engineer,112201,21,Bachelor's,0.35,0.83,0.24,Low,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45,Bajo,24.0,0,0.429
Nurse,91134,17,Bachelor's,0.39,0.88,0.05,Low,0.46,0.03,0.57,0.51,0.84,0.58,0.32,0.52,0.7,0.09,Bajo,5.0,0,0.462
Data Scientist,76647,22,PhD,0.92,0.8,0.55,Medium,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47,Medio,55.0,0,0.568
AI Engineer,138197,12,Bachelor's,0.08,0.9,0.14,Low,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34,Bajo,14.0,0,0.55
Lawyer,76413,18,Bachelor's,0.9,0.77,0.67,Medium,0.83,0.98,0.32,0.24,0.33,0.95,0.33,0.57,0.4,0.4,Alto,67.0,0,0.535
AI Engineer,112604,20,Bachelor's,0.54,1.35,0.06,Low,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02,Bajo,6.0,0,0.513
AI Engineer,61478,7,Bachelor's,0.42,1.03,0.08,Low,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67,Bajo,8.0,0,0.58
Security Guard,92402,27,High School,0.67,1.4,0.77,High,0.9,0.13,0.66,0.55,0.49,0.31,0.5,0.16,0.37,0.1,Alto,77.0,1,0.417
HR Specialist,65319,18,High School,0.1,0.66,0.33,Medium,0.38,0.84,0.91,0.07,0.63,0.68,0.53,0.67,0.23,0.49,Bajo,33.0,0,0.543
Retail Worker,58830,28,PhD,0.09,1.13,0.82,High,0.28,0.47,0.78,0.8,0.65,0.47,0.58,0.39,0.13,0.39,Alto,82.0,1,0.494
AI Engineer,59328,16,Bachelor's,0.9,1.37,0.27,Low,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63,Bajo,27.0,0,0.341
Teacher,36123,21,High School,0.86,1.44,0.1,Low,0.31,0.24,0.36,0.91,0.58,0.74,0.49,0.03,0.06,0.54,Bajo,10.0,0,0.426
Graphic Designer,66587,4,High School,0.22,1.22,0.62,Medium,0.41,0.75,0.4,0.68,0.76,0.99,0.35,0.41,0.17,0.2,Medio,62.0,0,0.512
Data Scientist,51951,7,Bachelor's,0.58,0.57,0.32,Medium,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88,Bajo,32.0,0,0.637
Retail Worker,37804,10,Bachelor's,0.45,0.85,0.91,High,0.76,0.32,0.1,0.07,0.09,0.58,0.05,0.34,0.75,0.29,Alto,91.0,1,0.335
Security Guard,40349,7,High School,0.75,0.75,0.88,High,0.75,0.4,0.21,0.52,0.92,0.64,0.17,0.68,0.43,0.59,Alto,88.0,1,0.531
Data Scientist,136203,9,PhD,0.51,1.31,0.59,Medium,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14,Medio,59.0,0,0.505
Mechanic,86317,10,Bachelor's,0.18,1.3,0.48,Medium,0.33,0.16,0.17,0.66,0.55,0.12,0.11,0.07,0.74,0.71,Medio,48.0,0,0.362
Nurse,117385,11,High School,0.56,0.58,0.28,Low,0.91,0.7,0.93,0.81,0.83,0.57,0.31,0.22,0.33,0.63,Bajo,28.0,0,0.624
Lawyer,109841,8,PhD,0.26,0.97,0.39,Medium,0.59,0.92,0.75,0.67,0.58,0.49,0.19,0.89,0.25,0.09,Medio,39.0,0,0.542
Nurse,95197,6,High School,0.18,0.87,0.06,Low,0.14,0.17,0.05,0.66,0.84,0.37,0.87,0.21,0.33,0.15,Bajo,6.0,0,0.379
HR Specialist,93410,4,Master's,0.42,1.11,0.6,Medium,0.55,0.63,0.94,0.3,0.36,0.72,0.61,0.18,0.38,0.47,Medio,60.0,0,0.514
Chef,104225,17,High School,0.18,1.42,0.6,Medium,0.48,0.68,0.9,0.14,0.25,0.54,0.8,0.04,0.98,0.45,Medio,60.0,0,0.526
AI Engineer,67499,1,Master's,0.29,0.67,0.25,Low,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7,Bajo,25.0,0,0.604
Mechanic,130537,23,Bachelor's,0.16,1.09,0.66,Medium,0.11,0.47,0.75,0.61,0.1,0.4,0.51,1.0,0.18,0.98,Medio,66.0,0,0.511
Retail Worker,118627,16,High School,0.2,0.91,0.85,High,0.21,0.29,0.85,1.0,0.32,0.15,0.79,0.6,0.1,0.95,Alto,85.0,1,0.526
Software Engineer,99074,21,Master's,0.63,0.92,0.52,Medium,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54,Medio,52.0,0,0.627
HR Specialist,71716,0,Bachelor's,0.15,0.98,0.52,Medium,0.49,0.8,0.67,0.13,0.35,0.34,0.57,0.29,0.12,0.65,Medio,52.0,0,0.441
Teacher,132033,21,PhD,0.93,1.47,0.25,Low,0.14,0.85,0.4,0.73,0.53,0.83,0.43,0.06,0.56,0.17,Bajo,25.0,0,0.47
Doctor,40715,11,Master's,0.53,1.05,0.28,Low,0.62,0.3,0.3,0.5,0.87,0.79,0.96,0.07,0.27,0.08,Bajo,28.0,0,0.476
Research Scientist,77553,23,PhD,0.14,0.6,0.19,Low,0.41,0.72,0.49,0.43,0.43,0.87,0.4,0.33,0.34,0.2,Bajo,19.0,0,0.462
Financial Analyst,36861,14,Master's,0.15,1.41,0.41,Medium,0.9,0.79,0.58,0.67,0.33,0.57,0.29,0.4,0.76,0.24,Medio,41.0,0,0.553
Software Engineer,70154,27,PhD,0.38,1.03,0.68,Medium,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32,Alto,68.0,0,0.468
Construction Worker,93576,13,High School,0.82,1.03,0.78,High,0.66,0.72,0.56,0.06,0.17,0.29,0.28,0.67,0.02,0.76,Alto,78.0,1,0.419
Teacher,127294,11,PhD,0.31,1.03,0.1,Low,0.88,0.09,0.44,0.85,0.62,0.29,0.42,0.71,0.97,0.89,Bajo,10.0,0,0.616
Lawyer,139875,5,Bachelor's,1.0,0.5,0.31,Medium,0.82,0.2,0.06,0.24,0.43,0.73,0.62,0.24,0.5,0.93,Bajo,31.0,0,0.477
Security Guard,52925,15,High School,0.32,1.48,0.88,High,0.06,0.04,0.17,0.73,0.18,0.51,0.09,0.92,0.34,0.91,Alto,88.0,1,0.395
Teacher,119779,1,Bachelor's,0.01,0.96,0.06,Low,0.91,0.52,0.07,0.11,0.38,0.94,0.69,0.87,0.37,0.04,Bajo,6.0,0,0.49
Teacher,87702,15,PhD,0.02,1.45,0.14,Low,0.01,0.69,0.98,0.97,0.16,0.18,0.57,0.64,0.74,0.18,Bajo,14.0,0,0.512
Data Scientist,127556,8,High School,0.64,1.35,0.52,Medium,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2,Medio,52.0,0,0.526
Research Scientist,46289,22,Master's,0.25,0.8,0.14,Low,0.42,0.1,0.04,0.67,0.54,0.44,0.63,0.83,0.43,0.64,Bajo,14.0,0,0.474
Retail Worker,115823,29,Master's,0.84,0.93,0.86,High,0.18,0.56,0.98,0.52,0.93,0.41,1.0,0.58,0.04,0.59,Alto,86.0,1,0.579
Construction Worker,55966,27,PhD,0.03,1.32,0.77,High,0.8,0.29,0.19,0.97,0.36,0.6,0.61,0.56,0.91,0.67,Alto,77.0,1,0.596
HR Specialist,98560,23,Bachelor's,0.86,0.68,0.52,Medium,0.95,0.63,0.82,0.65,0.84,0.94,0.27,0.17,0.48,0.7,Medio,52.0,0,0.645
Construction Worker,109023,28,Bachelor's,0.0,0.84,0.94,High,0.69,0.4,0.19,0.36,0.17,0.11,0.91,1.0,0.16,0.05,Alto,94.0,1,0.404
Mechanic,112455,28,PhD,0.46,0.7,0.42,Medium,0.2,0.77,0.71,0.63,0.39,0.91,0.97,0.17,0.22,0.53,Medio,42.0,0,0.55
Security Guard,42930,13,Bachelor's,0.44,1.08,0.83,High,0.33,0.54,0.96,0.21,0.65,0.04,0.07,0.55,0.1,0.02,Alto,83.0,1,0.347
Lawyer,48065,14,PhD,0.56,1.2,0.38,Medium,0.67,0.18,0.61,0.41,0.65,1.0,0.94,0.0,0.89,0.07,Medio,38.0,0,0.542
Mechanic,86422,12,Bachelor's,0.28,0.88,0.34,Medium,0.11,0.73,0.94,0.61,0.72,0.76,0.26,0.05,0.0,0.35,Medio,34.0,0,0.453
Teacher,69305,21,PhD,0.06,0.68,0.08,Low,0.91,0.14,0.54,0.59,0.54,0.1,0.32,0.05,0.4,0.19,Bajo,8.0,0,0.378
Customer Support,105355,9,High School,0.69,1.03,0.81,High,0.39,0.84,0.22,0.73,0.76,0.42,0.3,0.47,0.09,0.05,Alto,81.0,1,0.427
Security Guard,31776,7,Bachelor's,0.19,1.0,0.91,High,0.24,0.94,0.95,0.96,0.84,0.36,0.07,0.57,0.56,0.85,Alto,91.0,1,0.634
Chef,113187,14,Bachelor's,0.51,0.85,0.37,Medium,0.0,0.51,0.56,0.82,0.5,0.92,0.63,0.84,0.15,0.86,Medio,37.0,0,0.579
Security Guard,44937,26,Bachelor's,0.17,0.69,0.93,High,0.03,0.46,0.31,0.67,0.84,0.36,0.43,0.98,0.78,0.9,Alto,93.0,1,0.576
Retail Worker,77259,23,Master's,0.23,0.91,0.88,High,0.11,0.27,0.05,0.43,0.83,0.02,0.68,0.93,0.24,0.69,Alto,88.0,1,0.425
Software Engineer,48225,11,High School,0.96,0.73,0.34,Medium,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44,Medio,34.0,0,0.499
Nurse,101519,10,High School,0.29,0.71,0.12,Low,0.09,0.35,0.04,0.19,0.75,0.33,0.67,0.72,0.58,0.96,Bajo,12.0,0,0.468
Graphic Designer,100994,10,Master's,0.74,1.46,0.64,Medium,0.17,0.33,0.17,0.6,0.71,0.32,0.54,0.69,0.42,0.85,Medio,64.0,0,0.48
Customer Support,49450,20,PhD,0.06,1.12,0.76,High,0.56,0.96,0.88,0.4,0.29,0.23,0.53,0.11,0.55,0.0,Alto,76.0,1,0.451
Graphic Designer,148585,8,Bachelor's,0.22,1.47,0.59,Medium,0.35,0.09,0.52,0.21,0.54,0.84,0.62,0.63,0.54,0.93,Medio,59.0,0,0.527
Customer Support,106970,29,PhD,0.51,0.81,0.81,High,0.19,0.64,0.5,0.1,0.2,0.48,0.89,0.57,0.68,0.34,Alto,81.0,1,0.459
Customer Support,31112,25,High School,0.45,1.16,0.71,High,0.49,0.3,0.33,0.96,0.18,0.31,0.51,0.86,0.42,0.74,Alto,71.0,1,0.51
Research Scientist,117351,15,Master's,0.31,0.89,0.14,Low,0.83,0.04,0.31,0.68,0.57,0.44,0.54,0.2,0.43,0.5,Bajo,14.0,0,0.454
AI Engineer,51661,1,Bachelor's,0.26,1.37,0.21,Low,0.02,0.72,0.04,1.0,0.87,0.3,0.26,0.38,0.36,0.37,Bajo,21.0,0,0.432
Graphic Designer,67443,12,PhD,0.65,1.24,0.3,Low,0.63,0.59,0.54,0.79,0.56,0.86,0.23,0.81,0.18,0.81,Bajo,30.0,0,0.6
UX Researcher,44234,4,Bachelor's,0.34,1.03,0.56,Medium,0.08,0.49,0.36,0.87,0.88,0.7,0.66,0.73,0.37,0.4,Medio,56.0,0,0.554
Software Engineer,134383,0,High School,0.94,1.22,0.52,Medium,0.77,0.37,0.73,0.41,0.28,0.61,0.69,0.46,0.57,0.69,Medio,52.0,0,0.558
Security Guard,72320,6,High School,0.9,0.85,0.94,High,0.64,0.79,0.7,0.21,0.07,0.73,0.51,0.7,0.48,0.31,Alto,94.0,1,0.514
Customer Support,91196,11,Bachelor's,0.73,0.78,0.88,High,0.38,0.77,0.14,0.2,0.69,0.56,0.2,0.9,0.28,0.42,Alto,88.0,1,0.454
Security Guard,104861,0,Bachelor's,0.39,0.99,0.77,High,0.77,0.39,0.73,0.21,0.38,0.01,0.76,0.63,0.82,0.46,Alto,77.0,1,0.516
HR Specialist,148169,20,PhD,0.65,0.5,0.4,Medium,0.49,0.62,0.07,0.71,0.54,0.53,0.29,0.59,0.03,0.06,Medio,40.0,0,0.393
Chef,89630,13,High School,0.32,0.85,0.38,Medium,0.45,0.05,0.3,0.53,0.47,1.0,0.39,0.39,0.5,0.19,Medio,38.0,0,0.427
Mechanic,127435,3,PhD,0.57,0.69,0.62,Medium,0.03,0.98,0.87,0.58,0.11,0.22,0.28,0.24,0.5,0.94,Medio,62.0,0,0.475
Mechanic,114845,4,Bachelor's,0.66,1.19,0.65,Medium,0.03,0.4,0.78,0.81,0.93,0.7,0.25,0.51,0.03,0.65,Medio,65.0,0,0.509
HR Specialist,49053,28,Bachelor's,0.67,1.43,0.57,Medium,0.32,0.2,0.85,0.19,0.16,0.21,0.51,0.12,0.94,0.97,Medio,57.0,0,0.447
Nurse,100683,3,Master's,0.41,0.74,0.08,Low,0.86,0.56,0.86,0.83,0.28,0.55,0.08,0.92,0.4,0.39,Bajo,8.0,0,0.573
Construction Worker,120153,20,Bachelor's,0.46,0.75,0.79,High,0.8,0.83,0.3,0.47,0.87,0.05,0.89,0.22,0.68,0.58,Alto,79.0,1,0.569
Marketing Manager,129926,0,High School,0.86,0.6,0.44,Medium,0.54,0.81,0.22,0.8,0.4,0.19,0.76,0.09,0.51,0.06,Medio,44.0,0,0.438
Retail Worker,43140,13,PhD,0.6,1.06,0.8,High,0.43,0.23,0.46,0.95,0.85,0.15,0.03,0.93,0.53,0.54,Alto,80.0,1,0.51
Data Scientist,104362,11,PhD,0.31,0.98,0.69,Medium,0.67,0.15,0.13,0.2,0.77,0.3,0.02,0.94,0.17,0.01,Alto,69.0,0,0.336
Financial Analyst,73030,5,PhD,0.24,0.92,0.67,Medium,0.88,0.46,0.41,0.56,0.24,0.05,0.94,0.19,0.2,0.47,Alto,67.0,0,0.44
Nurse,54400,18,PhD,0.02,0.65,0.14,Low,0.68,0.23,0.42,0.56,0.89,0.33,0.13,0.49,0.75,0.11,Bajo,14.0,0,0.459
Nurse,33760,20,PhD,0.02,0.53,0.17,Low,0.3,0.85,0.6,0.45,0.41,0.5,0.04,0.89,1.0,0.18,Bajo,17.0,0,0.522
Retail Worker,122930,21,Bachelor's,0.14,1.16,0.87,High,0.85,0.75,0.45,0.61,0.69,0.51,0.48,0.65,0.56,0.64,Alto,87.0,1,0.619
HR Specialist,33323,29,Bachelor's,0.72,1.14,0.51,Medium,0.68,0.45,0.24,0.0,0.56,0.59,0.97,0.36,0.39,0.2,Medio,51.0,0,0.444
Lawyer,65098,10,PhD,0.22,0.68,0.31,Medium,0.21,0.52,0.54,0.25,0.07,0.74,0.76,1.0,0.9,0.93,Bajo,31.0,0,0.592
Chef,101153,11,PhD,0.62,0.63,0.55,Medium,0.06,0.89,0.48,0.7,0.05,0.53,0.3,0.28,0.39,0.0,Medio,55.0,0,0.368
Security Guard,101279,14,Bachelor's,0.49,1.36,0.81,High,0.36,0.99,0.57,0.47,0.5,0.81,0.34,0.39,0.76,0.07,Alto,81.0,1,0.526
Data Scientist,143115,0,Bachelor's,0.43,1.08,0.6,Medium,0.27,0.89,0.98,0.49,0.94,0.0,0.89,0.31,0.31,0.23,Medio,60.0,0,0.531
Graphic Designer,149487,7,Bachelor's,0.21,1.41,0.66,Medium,0.1,0.14,0.86,0.4,0.17,0.51,0.42,0.22,0.72,0.63,Medio,66.0,0,0.417
Software Engineer,123304,23,Master's,0.93,1.06,0.4,Medium,0.21,0.14,0.42,0.14,0.42,0.15,0.66,0.79,0.55,0.68,Medio,40.0,0,0.416
Marketing Manager,134134,6,Master's,0.32,1.49,0.57,Medium,0.73,0.21,0.08,0.28,0.25,0.23,0.19,0.57,0.33,0.82,Medio,57.0,0,0.369
Graphic Designer,107199,25,Bachelor's,0.46,0.51,0.49,Medium,0.06,0.98,0.79,0.49,0.09,0.59,0.76,0.19,0.57,0.81,Medio,49.0,0,0.533
Teacher,132658,11,High School,0.24,0.76,0.13,Low,0.11,0.7,0.21,0.93,0.22,0.26,0.3,0.77,0.43,0.82,Bajo,13.0,0,0.475
Data Scientist,41352,4,PhD,0.93,1.26,0.32,Medium,0.84,0.94,0.99,0.13,0.61,0.2,0.26,0.75,0.98,0.59,Bajo,32.0,0,0.629
UX Researcher,43679,21,High School,0.04,1.1,0.46,Medium,0.89,0.3,0.43,0.53,0.27,0.91,0.46,0.42,0.85,0.31,Medio,46.0,0,0.537
Doctor,122345,27,PhD,0.12,0.68,0.29,Low,0.84,0.39,0.64,0.94,0.21,0.06,0.54,0.14,0.19,0.89,Bajo,29.0,0,0.484
HR Specialist,108179,29,High School,0.82,1.02,0.52,Medium,0.67,0.43,0.12,0.1,0.75,0.22,0.03,0.98,0.98,0.38,Medio,52.0,0,0.466
Construction Worker,77878,18,PhD,0.73,1.33,0.73,High,0.14,0.82,0.92,0.79,0.2,0.41,0.6,0.16,0.21,0.28,Alto,73.0,1,0.453
Construction Worker,125777,29,PhD,0.51,1.31,0.89,High,0.91,0.83,0.25,0.33,0.5,0.01,0.9,0.04,0.32,0.57,Alto,89.0,1,0.466
Data Scientist,112124,0,High School,0.65,1.03,0.39,Medium,0.2,0.91,0.26,0.28,0.41,0.14,0.51,0.67,0.79,0.71,Medio,39.0,0,0.488
Mechanic,126367,11,PhD,0.46,0.54,0.31,Medium,0.44,0.25,0.68,0.72,0.9,0.76,0.05,0.37,0.27,0.39,Bajo,31.0,0,0.483
Truck Driver,77080,11,Bachelor's,0.1,1.02,0.88,High,0.7,0.45,0.52,0.52,0.69,0.05,0.71,0.58,0.2,0.05,Alto,88.0,1,0.447
Chef,61280,2,High School,0.52,1.26,0.43,Medium,0.38,0.93,0.21,0.1,0.34,0.75,0.63,0.42,0.96,0.73,Medio,43.0,0,0.545
Marketing Manager,39835,27,Master's,0.74,0.52,0.56,Medium,0.21,0.7,0.31,0.87,0.34,0.62,0.29,0.92,0.78,0.24,Medio,56.0,0,0.528
Graphic Designer,52369,10,High School,0.36,1.15,0.6,Medium,0.02,0.96,0.34,0.19,0.85,0.7,0.09,0.12,0.72,0.07,Medio,60.0,0,0.406
HR Specialist,30637,8,High School,0.74,0.84,0.45,Medium,0.51,0.36,0.78,0.97,0.58,0.45,0.22,0.65,0.69,0.69,Medio,45.0,0,0.59
Security Guard,62209,27,Master's,0.9,0.84,0.89,High,0.76,0.65,0.39,0.61,0.04,0.76,0.1,0.4,0.1,0.84,Alto,89.0,1,0.465
Doctor,70478,1,Master's,0.69,1.18,0.26,Low,0.13,0.66,0.58,0.03,0.2,0.27,0.07,0.35,0.03,0.55,Bajo,26.0,0,0.287
Nurse,90760,9,Master's,0.29,1.41,0.18,Low,0.27,0.6,0.2,0.07,0.02,0.95,0.72,0.8,0.98,0.93,Bajo,18.0,0,0.554
Truck Driver,52505,0,Master's,0.69,0.84,0.73,High,0.57,0.58,0.95,0.44,0.69,0.57,0.18,0.59,0.54,0.49,Alto,73.0,1,0.56
Financial Analyst,140441,22,High School,0.16,0.96,0.54,Medium,0.49,0.49,0.08,0.19,0.32,0.42,0.59,0.86,0.16,0.02,Medio,54.0,0,0.362
Research Scientist,108944,24,PhD,0.43,1.05,0.26,Low,0.8,0.1,0.93,0.11,0.63,0.67,0.68,0.27,0.33,0.55,Bajo,26.0,0,0.507
Security Guard,40886,21,Master's,0.85,0.99,0.91,High,0.41,0.98,0.77,0.97,0.51,0.47,0.76,0.88,0.96,0.32,Alto,91.0,1,0.703
Customer Support,85744,21,High School,0.53,0.78,0.92,High,0.61,0.0,0.81,0.33,0.32,0.38,0.63,0.44,0.63,0.15,Alto,92.0,1,0.43
Retail Worker,75778,29,Master's,0.73,0.75,0.88,High,0.58,0.11,0.18,0.04,0.81,0.55,0.32,0.13,0.48,0.53,Alto,88.0,1,0.373
HR Specialist,88764,7,High School,0.69,1.4,0.58,Medium,0.74,0.29,0.3,0.78,0.3,0.56,0.25,0.82,0.11,0.83,Medio,58.0,0,0.498
Financial Analyst,62795,20,Bachelor's,0.19,1.04,0.41,Medium,0.32,0.35,0.06,0.99,0.03,0.66,0.37,0.65,0.36,0.67,Medio,41.0,0,0.446
Marketing Manager,107223,6,Bachelor's,0.69,0.61,0.56,Medium,0.28,0.03,0.41,0.43,0.47,0.7,0.31,0.32,0.06,0.69,Medio,56.0,0,0.37
Security Guard,98835,2,High School,0.35,1.21,0.83,High,0.47,0.51,0.64,0.66,0.29,0.14,0.16,0.64,0.87,0.41,Alto,83.0,1,0.479
AI Engineer,139640,22,Bachelor's,0.76,1.33,0.27,Low,0.61,0.86,0.02,0.11,0.09,0.71,0.07,0.5,0.47,0.31,Bajo,27.0,0,0.375
Construction Worker,87225,4,PhD,0.17,0.85,0.89,High,0.03,0.67,0.82,0.93,0.88,0.32,0.59,0.08,0.26,0.09,Alto,89.0,1,0.467
Retail Worker,37466,7,PhD,0.88,0.85,0.84,High,0.43,0.46,0.97,0.3,0.63,0.42,0.06,0.49,0.81,0.1,Alto,84.0,1,0.467
Data Scientist,80530,11,PhD,0.15,1.26,0.59,Medium,0.57,0.47,0.89,0.77,0.81,0.81,0.64,0.46,0.86,0.93,Medio,59.0,0,0.721
